id,char
3152,汚
3153,汜
3154,汝
3155,江
3156,池
3157,汪
3158,汰
3159,汲
3160,汴
3161,汶
3162,決
3163,汽
3164,汾
3165,沁
3166,沂
3167,沃
3168,沅
3169,沈
3170,沌
3171,沐
3172,沓
3173,沔
3174,沖
3175,沙
3176,沛
3177,没
3178,沢
3179,沪
3180,沫
3181,沮
3182,沱
3183,河
3184,沸
3185,油
3186,治
3187,沼
3188,沽
3189,沾
3190,沿
3191,況
3192,泄
3193,泉
3194,泊
3195,泌
3196,泓
3197,法
3198,泗
3199,泛
3200,泠
3201,泡
3202,波
3203,泣
3204,泥
3205,注
3206,泪
3207,泮
3208,泰
3209,泳
3210,洄
3211,洋
3212,洌
3213,洒
3214,洗
3215,洙
3216,洛
3217,洞
3218,津
3219,洩
3220,洪
3221,洮
3222,洱
3223,洲
3224,洵
3225,洸
3226,活
3227,洽
3228,派
3229,流
3230,浄
3231,浅
3232,浙
3233,浚
3234,浜
3235,浣
3236,浦
3237,浩
3238,浪
3239,浬
3240,浮
3241,浴
3242,海
3243,浸
3244,涂
3245,涅
3246,涇
3247,消
3248,涌
3249,涎
3250,涙
3251,涛
3252,涜
3253,涪
3254,涯
3255,液
3256,涵
3257,涸
3258,涼
3259,涿
3260,淀
3261,淄
3262,淅
3263,淆
3264,淇
3265,淋
3266,淑
3267,淘
3268,淝
3269,淞
3270,淡
3271,淤
3272,淦
3273,淨
3274,淪
3275,淫
3276,淮
3277,深
3278,淳
3279,淵
3280,混
3281,淸
3282,淹
3283,淺
3284,添
3285,清
3286,渇
3287,済
3288,渉
3289,渋
3290,渓
3291,渕
3292,渙
3293,渚
3294,減
3295,渝
3296,渟
3297,渠
3298,渡
3299,渣
3300,渤
3301,渥
3302,渦
3303,温
3304,渫
3305,測
3306,渭
3307,港
3308,游
3309,渺
3310,渾
3311,湊
3312,湍
3313,湖
3314,湘
3315,湛
3316,湟
3317,湣
3318,湧
3319,湫
3320,湯
3321,湾
3322,湿
3323,満
3324,源
3325,準
3326,溜
3327,溝
3328,溟
3329,溢
3330,溥
3331,溪
3332,溯
3333,溶
3334,溺
3335,滄
3336,滅
3337,滇
3338,滉
3339,滋
3340,滎
3341,滑
3342,滓
3343,滔
3344,滕
3345,滝
3346,滞
3347,滬
3348,滲
3349,滴
3350,滷
3351,滸
3352,滾
3353,滿
3354,漁
3355,漂
3356,漆
3357,漉
3358,漏
3359,漑
3360,演
3361,漕
3362,漠
3363,漢
3364,漣
3365,漫
3366,漬
3367,漱
3368,漲
3369,漳
3370,漸
3371,漿
3372,潁
3373,潅
3374,潔
3375,潘
3376,潜
3377,潟
3378,潤
3379,潭
3380,潮
3381,潰
3382,潴
3383,潼
3384,澁
3385,澂
3386,澄
3387,澈
3388,澎
3389,澗
3390,澤
3391,澧
3392,澪
3393,澱
3394,澳
3395,澹
3396,激
3397,濁
3398,濂
3399,濃
3400,濊
3401,濘
3402,濟
3403,濠
3404,濡
3405,濤
3406,濫
3407,濬
3408,濮
3409,濯
3410,濰
3411,濱
3412,濵
3413,濾
3414,瀉
3415,瀋
3416,瀏
3417,瀑
3418,瀕
3419,瀘
3420,瀚
3421,瀛
3422,瀝
3423,瀞
3424,瀟
3425,瀧
3426,瀬
3427,瀾
3428,灌
3429,灘
3430,灞
3431,灣
3432,灤
3433,火
3434,灯
3435,灰
3436,灸
3437,灼
3438,災
3439,炅
3440,炉
3441,炊
3442,炎
3443,炒
3444,炙
3445,炫
3446,炬
3447,炭
3448,炮
3449,炯
3450,炳
3451,炸
3452,点
3453,為
3454,烈
3455,烏
3456,烙
3457,烟
3458,烹
3459,烽
3460,焉
3461,焔
3462,焙
3463,焚
3464,無
3465,焦
3466,焰
3467,然
3468,焼
3469,煉
3470,煌
3471,煎
3472,煒
3473,煕
3474,煖
3475,煙
3476,煜
3477,煤
3478,煥
3479,照
3480,煨
3481,煩
3482,煬
3483,煮
3484,煽
3485,熈
3486,熊
3487,熏
3488,熔
3489,熕
3490,熙
3491,熟
3492,熨
3493,熱
3494,熹
3495,熾
3496,燁
3497,燃
3498,燈
3499,燎
3500,燐
3501,燕
3502,燗
3503,營
3504,燥
3505,燦
3506,燧
3507,燭
3508,燮
3509,燵
3510,燻
3511,燼
3512,燾
3513,燿
3514,爆
3515,爛
3516,爨
3517,爪
3518,爬
3519,爲
3520,爵
3521,父
3522,爺
3523,爻
3524,爽
3525,爾
3526,牆
3527,片
3528,版
3529,牌
3530,牒
3531,牘
3532,牙
3533,牛
3534,牝
3535,牟
3536,牡
3537,牢
3538,牧
3539,物
3540,牲
3541,特
3542,牽
3543,犀
3544,犁
3545,犂
3546,犍
3547,犠
3548,犢
3549,犬
3550,犯
3551,状
3552,狂
3553,狄
3554,狆
3555,狐
3556,狗
3557,狙
3558,狛
3559,狡
3560,狩
3561,独
3562,狭
3563,狸
3564,狼
3565,狽
3566,猊
3567,猗
3568,猛
3569,猜
3570,猟
3571,猥
3572,猩
3573,猪
3574,猫
3575,献
3576,猴
3577,猶
3578,猷
3579,猾
3580,猿
3581,獄
3582,獅
3583,獏
3584,獠
3585,獣
3586,獨
3587,獪
3588,獰
3589,獲
3590,獺
3591,玄
3592,率
3593,玉
3594,王
3595,玖
3596,玩
3597,玫
3598,玲
3599,玻
3600,珀
3601,珂
3602,珈
3603,珉
3604,珊
3605,珍
3606,珠
3607,珥
3608,珪
3609,班
3610,珸
3611,現
3612,球
3613,琅
3614,理
3615,琉
3616,琛
3617,琢
3618,琥
3619,琦
3620,琨
3621,琪
3622,琬
3623,琮
3624,琰
3625,琲
3626,琳
3627,琴
3628,琵
3629,琶
3630,琺
3631,琿
3632,瑀
3633,瑁
3634,瑋
3635,瑕
3636,瑗
3637,瑙
3638,瑚
3639,瑛
3640,瑜
3641,瑞
3642,瑟
3643,瑠
3644,瑣
3645,瑤
3646,瑩
3647,瑪
3648,瑯
3649,瑰
3650,瑳
3651,瑶
3652,瑾
3653,璃
3654,璇
3655,璋
3656,璐
3657,璜
3658,璞
3659,璟
3660,璠
3661,璧
3662,璩
3663,環
3664,璽
3665,璿
3666,瓊
3667,瓌
3668,瓏
3669,瓔
3670,瓘
3671,瓚
3672,瓜
3673,瓠
3674,瓢
3675,瓦
3676,瓶
3677,瓷
3678,甄
3679,甌
3680,甑
3681,甕
3682,甘
3683,甚
3684,甜
3685,生
3686,產
3687,産
3688,甥
3689,甦
3690,用
3691,甫
3692,甯
3693,田
3694,由
3695,甲
3696,申
3697,男
3698,甸
3699,町
3700,画
3701,界
3702,畏
3703,畑
3704,畔
3705,留
3706,畚
3707,畜
3708,畝
3709,畠
3710,畢
3711,畤
3712,略
3713,畦
3714,番
3715,畫
3716,異
3717,畳
3718,當
3719,畷
3720,畸
3721,畿
3722,疆
3723,疇
3724,疋
3725,疎
3726,疏
3727,疑
3728,疝
3729,疣
3730,疫
3731,疱
3732,疲
3733,疵
3734,疸
3735,疹
3736,疼
3737,疽
3738,疾
3739,病
3740,症
3741,痍
3742,痒
3743,痔
3744,痕
3745,痘
3746,痙
3747,痛
3748,痢
3749,痣
3750,痩
3751,痰
3752,痴
3753,痺
3754,瘍
3755,瘡
3756,瘢
3757,瘤
3758,瘴
3759,瘻
3760,療
3761,癇
3762,癌
3763,癒
3764,癖
3765,癩
3766,癪
3767,癬
3768,癲
3769,癸
3770,発
3771,登
3772,發
3773,白
3774,百
3775,的
3776,皆
3777,皇
3778,皋
3779,皎
3780,皐
3781,皓
3782,皖
3783,皝
3784,皮
3785,皴
3786,皺
3787,皿
3788,盂
3789,盃
3790,盆
3791,盈
3792,益
3793,盒
3794,盗
3795,盛
3796,盞
3797,盟
3798,監
3799,盤
3800,盥
3801,盧
3802,盪
3803,目
3804,盲
3805,直
3806,相
3807,盾
3808,省
3809,眈
3810,眉
3811,看
3812,県
3813,眞
3814,真
3815,眠
3816,眩
3817,眷
3818,眸
3819,眺
3820,眼
3821,着
3822,睡
3823,睢
3824,督
3825,睦
3826,睨
3827,睫
3828,睺
3829,睾
3830,睿
3831,瞑
3832,瞞
3833,瞥
3834,瞬
3835,瞭
3836,瞰
3837,瞳
3838,瞻
3839,瞼
3840,瞽
3841,瞿
3842,矗
3843,矛
3844,矜
3845,矢
3846,矣
3847,知
3848,矧
3849,矩
3850,短
3851,矮
3852,矯
3853,石
3854,砂
3855,砌
3856,砒
3857,研
3858,砕
3859,砥
3860,砦
3861,砧
3862,砲
3863,破
3864,砺
3865,砿
3866,硝
3867,硫
3868,硬
3869,硯
3870,碁
3871,碇
3872,碌
3873,碍
3874,碑
3875,碓
3876,碕
3877,碗
3878,碣
3879,碧
3880,碩
3881,碭
3882,確
3883,碼
3884,碾
3885,磁
3886,磊
3887,磋
3888,磐
3889,磔
3890,磧
3891,磨
3892,磯
3893,磾
3894,礁
3895,礎
3896,礒
3897,礙
3898,礦
3899,礪
3900,礫
3901,礬
3902,示
3903,礼
3904,礽
3905,社
3906,祀
3907,祁
3908,祇
3909,祈
3910,祉
3911,祐
3912,祓
3913,祖
3914,祗
3915,祚
3916,祜
3917,祝
3918,神
3919,祟
3920,祠
3921,祢
3922,祥
3923,票
3924,祭
3925,祷
3926,祺
3927,禁
3928,禄
3929,禅
3930,禊
3931,禍
3932,禎
3933,福
3934,禕
3935,禦
3936,禧
3937,禪
3938,禮
3939,禰
3940,禹
3941,禺
3942,禽
3943,禾
3944,禿
3945,秀
3946,私
3947,秉
3948,秋
3949,科
3950,秒
3951,秘
3952,租
3953,秣
3954,秤
3955,秦
3956,秩
3957,称
3958,移
3959,稀
3960,稈
3961,程
3962,稍
3963,税
3964,稔
3965,稗
3966,稙
3967,稚
3968,稜
3969,稟
3970,稠
3971,種
3972,稲
3973,稷
3974,稻
3975,稼
3976,稽
3977,稿
3978,穀
3979,穂
3980,穆
3981,積
3982,穎
3983,穏
3984,穢
3985,穣
3986,穫
3987,穴
3988,究
3989,穹
3990,空
3991,穿
3992,突
3993,窃
3994,窄
3995,窈
3996,窒
3997,窓
3998,窘
3999,窟
4000,窠
4001,窩
4002,窪
4003,窮
4004,窯
4005,窺
4006,竃
4007,竄
4008,竇
4009,竈
4010,立
4011,站
4012,竜
4013,竟
4014,章
4015,竣
4016,童
4017,竪
4018,端
4019,竴
4020,競
4021,竹
4022,竺
4023,竿
4024,笄
4025,笈
4026,笊
4027,笏
4028,笑
4029,笘
4030,笙
4031,笛
4032,笞
4033,笠
4034,笥
4035,符
4036,第
4037,笹
4038,筆
4039,筈
4040,等
4041,筋
4042,筌
4043,筍
4044,筏
4045,筐
4046,筑
4047,筒
4048,答
4049,策
4050,筝
4051,筠
4052,筥
4053,筧
4054,筬
4055,筮
4056,筰
4057,筵
4058,筺
4059,箆
4060,箇
4061,箋
4062,箍
4063,箏
4064,箒
4065,箔
4066,箕
4067,算
4068,箙
4069,箚
4070,管
4071,箪
4072,箭
4073,箱
4074,箴
4075,箸
4076,節
4077,篁
4078,範
4079,篆
4080,篇
4081,築
4082,篋
4083,篝
4084,篠
4085,篤
4086,篥
4087,篩
4088,篪
4089,篭
4090,篳
4091,簀
4092,簑
4093,簒
4094,簗
4095,簡
4096,簪
4097,簫
4098,簸
4099,簾
4100,簿
4101,籃
4102,籌
4103,籍
4104,籐
4105,籔
4106,籟
4107,籠
4108,籤
4109,籬
4110,米
4111,籾
4112,粁
4113,粂
4114,粃
4115,粉
4116,粋
4117,粍
4118,粒
4119,粕
4120,粗
4121,粘
4122,粛
4123,粟
4124,粤
4125,粥
4126,粧
4127,粲
4128,粽
4129,精
4130,糀
4131,糊
4132,糎
4133,糖
4134,糜
4135,糞
4136,糟
4137,糠
4138,糧
4139,糸
4140,糺
4141,系
4142,糾
4143,紀
4144,紂
4145,約
4146,紅
4147,紆
4148,紇
4149,紊
4150,紋
4151,納
4152,紐
4153,純
4154,紗
4155,紘
4156,紙
4157,級
4158,紛
4159,素
4160,紡
4161,索
4162,紫
4163,紬
4164,紮
4165,累
4166,細
4167,紳
4168,紹
4169,紺
4170,終
4171,絃
4172,組
4173,絅
4174,絆
4175,経
4176,結
4177,絞
4178,絡
4179,絢
4180,絣
4181,給
4182,絨
4183,統
4184,絲
4185,絳
4186,絵
4187,絶
4188,絹
4189,綏
4190,經
4191,継
4192,続
4193,綜
4194,綝
4195,綠
4196,綫
4197,綬
4198,維
4199,綰
4200,綱
4201,網
4202,綴
4203,綵
4204,綸
4205,綺
4206,綻
4207,綽
4208,綾
4209,綿
4210,緊
4211,緋
4212,総
4213,緑
4214,緒
4215,緘
4216,線
4217,緝
4218,緞
4219,締
4220,編
4221,緩
4222,緬
4223,緯
4224,練
4225,緻
4226,縁
4227,縄
4228,縅
4229,縉
4230,縊
4231,縋
4232,縒
4233,縛
4234,縝
4235,縞
4236,縢
4237,縣
4238,縦
4239,縫
4240,縮
4241,縯
4242,縵
4243,縷
4244,縹
4245,縺
4246,總
4247,績
4248,繁
4249,繆
4250,繇
4251,繊
4252,繋
4253,繍
4254,織
4255,繕
4256,繚
4257,繞
4258,繪
4259,繭
4260,繰
4261,繹
4262,繼
4263,纂
4264,續
4265,纏
4266,纒
4267,纓
4268,红
4269,级
4270,线
4271,缶
4272,罐
4273,网
4274,罔
4275,罕
4276,罘
4277,罠
4278,罪
4279,罫
4280,置
4281,罰
4282,署
4283,罵
4284,罷
4285,罹
4286,羂
4287,羅
4288,羆
4289,羊
4290,羋
4291,羌
4292,美
4293,羚
4294,羞
4295,羣
4296,群
4297,羨
4298,義
4299,羯
4300,羲
4301,羹
4302,羽
4303,翁
4304,翅
4305,翊
4306,翌
4307,翎
4308,習
4309,翔
4310,翟
4311,翠
4312,翡
4313,翦
4314,翫
4315,翰
4316,翳
4317,翹
4318,翻
4319,翼
4320,耀
4321,老
4322,考
4323,者
4324,耆
4325,而
4326,耐
4327,耕
4328,耗
4329,耘
4330,耳
4331,耶
4332,耽
4333,耿
4334,聊
4335,聖
4336,聘
4337,聚
4338,聞
4339,聟
4340,聡
4341,聯
4342,聰
4343,聲
4344,聳
4345,聴
4346,聶
4347,職
4348,聾
4349,肄
4350,肆
4351,肇
4352,肉
4353,肋
4354,肌
4355,肖
4356,肘
4357,肛
4358,肜
4359,肝
4360,股
4361,肢
4362,肥
4363,肩
4364,肪
4365,肯
4366,肱
4367,育
4368,肴
4369,肺
4370,胃
4371,胆
4372,背
4373,胎
4374,胖
4375,胚
4376,胝
4377,胞
4378,胡
4379,胤
4380,胥
4381,胱
4382,胴
4383,胸
4384,能
4385,脂
4386,脅
4387,脆
4388,脇
4389,脈
4390,脊
4391,脚
4392,脛
4393,脩
4394,脱
4395,脳
4396,脹
4397,脾
4398,腋
4399,腎
4400,腐
4401,腑
4402,腓
4403,腔
4404,腕
4405,腫
4406,腰
4407,腱
4408,腸
4409,腹
4410,腺
4411,腿
4412,膀
4413,膂
4414,膊
4415,膏
4416,膚
4417,膜
4418,膝
4419,膠
4420,膣
4421,膨
4422,膳
4423,膵
4424,膺
4425,膾
4426,膿
4427,臀
4428,臂
4429,臆
4430,臈
4431,臍
4432,臓
4433,臘
4434,臙
4435,臚
4436,臣
4437,臥
4438,臧
4439,臨
4440,自
4441,臭
4442,至
4443,致
4444,臺
4445,臻
4446,臼
4447,舁
4448,舂
4449,舅
4450,與
4451,興
4452,舊
4453,舌
4454,舍
4455,舎
4456,舐
4457,舒
4458,舗
4459,舘
4460,舛
4461,舜
4462,舞
4463,舟
4464,舩
4465,航
4466,舫
4467,般
4468,舳
4469,舵
4470,舶
4471,舷
4472,船
4473,艀
4474,艇
4475,艘
4476,艙
4477,艤
4478,艦
4479,艮
4480,良
4481,艱
4482,色
4483,艶
4484,艸
4485,艾
4486,芋
4487,芍
4488,芎
4489,芒
4490,芙
4491,芝
4492,芥
4493,芦
4494,芬
4495,芭
4496,芮
4497,芯
4498,花
4499,芳
4500,芷
4501,芸
4502,芹
4503,芻
4504,芽
4505,芾
4506,苅
4507,苑
4508,苓
4509,苔
4510,苗
4511,苛
4512,苞
4513,苟
4514,若
4515,苦
4516,苧
4517,苫
4518,英
4519,苴
4520,苺
4521,苻
4522,茂
4523,范
4524,茄
4525,茅
4526,茉
4527,茎
4528,茗
4529,茘
4530,茜
4531,茨
4532,茫
4533,茯
4534,茱
4535,茲
4536,茶
4537,茸
4538,茹
4539,荀
4540,荃
4541,草
4542,荊
4543,荏
4544,荒
4545,荘
4546,荷
4547,荻
4548,荼
4549,莆
4550,莇
4551,莉
4552,莊
4553,莎
4554,莒
4555,莘
4556,莚
4557,莞
4558,莢
4559,莫
4560,莱
4561,莽
4562,菁
4563,菅
4564,菊
4565,菌
4566,菓
4567,菖
4568,菘
4569,菜
4570,菟
4571,菩
4572,菫
4573,華
4574,菰
4575,菱
4576,菲
4577,菴
4578,萄
4579,萇
4580,萊
4581,萌
4582,萍
4583,萎
4584,萠
4585,萩
4586,萬
4587,萱
4588,萸
4589,萼
4590,落
4591,葆
4592,葉
4593,著
4594,葛
4595,葡
4596,董
4597,葦
4598,葫
4599,葬
4600,葭
4601,葯
4602,葱
4603,葵
4604,葺
4605,蒋
4606,蒐
4607,蒔
4608,蒙
4609,蒜
4610,蒟
4611,蒯
4612,蒲
4613,蒴
4614,蒸
4615,蒹
4616,蒻
4617,蒼
4618,蒿
4619,蓁
4620,蓄
4621,蓉
4622,蓋
4623,蓑
4624,蓬
4625,蓮
4626,蓼
4627,蔀
4628,蔑
4629,蔓
4630,蔗
4631,蔚
4632,蔡
4633,蔣
4634,蔦
4635,蔬
4636,蔭
4637,蔵
4638,蔽
4639,蕁
4640,蕃
4641,蕉
4642,蕊
4643,蕎
4644,蕗
4645,蕙
4646,蕤
4647,蕨
4648,蕩
4649,蕪
4650,蕭
4651,蕷
4652,蕾
4653,薀
4654,薁
4655,薄
4656,薇
4657,薈
4658,薊
4659,薔
4660,薗
4661,薙
4662,薛
4663,薦
4664,薨
4665,薩
4666,薪
4667,薫
4668,薬
4669,薭
4670,薮
4671,薯
4672,藁
4673,藉
4674,藍
4675,藏
4676,藝
4677,藤
4678,藥
4679,藩
4680,藪
4681,藷
4682,藺
4683,藻
4684,蘂
4685,蘄
4686,蘆
4687,蘇
4688,蘊
4689,蘋
4690,蘚
4691,蘭
4692,蘿
4693,虎
4694,虐
4695,虔
4696,處
4697,虚
4698,虜
4699,虞
4700,號
4701,虢
4702,虫
4703,虹
4704,虻
4705,蚊
4706,蚕
4707,蚤
4708,蚩
4709,蛆
4710,蛇
4711,蛉
4712,蛋
4713,蛍
4714,蛎
4715,蛙
4716,蛛
4717,蛟
4718,蛤
4719,蛭
4720,蛮
4721,蛯
4722,蛸
4723,蛹
4724,蛾
4725,蜀
4726,蜂
4727,蜃
4728,蜆
4729,蜉
4730,蜘
4731,蜚
4732,蜜
4733,蜥
4734,蜴
4735,蜷
4736,蜻
4737,蝉
4738,蝋
4739,蝎
4740,蝕
4741,蝗
4742,蝙
4743,蝠
4744,蝣
4745,蝦
4746,蝮
4747,蝶
4748,蝸
4749,蝿
4750,螂
4751,融
4752,螢
4753,螳
4754,螺
4755,蟄
4756,蟇
4757,蟠
4758,蟲
4759,蟷
4760,蟹
4761,蟻
4762,蟾
4763,蠅
4764,蠍
4765,蠕
4766,蠡
4767,蠢
4768,蠣
4769,蠱
4770,血
4771,衆
4772,行
4773,衍
4774,衒
4775,術
4776,街
4777,衙
4778,衛
4779,衝
4780,衞
4781,衡
4782,衢
4783,衣
4784,表
4785,衫
4786,衰
4787,衷
4788,衾
4789,衿
4790,袁
4791,袂
4792,袈
4793,袋
4794,袍
4795,袖
4796,袞
4797,袢
4798,被
4799,袰
4800,袱
4801,袴
4802,袷
4803,袿
4804,裁
4805,裂
4806,裃
4807,装
4808,裏
4809,裒
4810,裔
4811,裕
4812,補
4813,裝
4814,裟
4815,裡
4816,裳
4817,裴
4818,裵
4819,裸
4820,製
4821,裾
4822,褄
4823,複
4824,褌
4825,褐
4826,褒
4827,褚
4828,褥
4829,褪
4830,褶
4831,褸
4832,褻
4833,襄
4834,襖
4835,襞
4836,襟
4837,襤
4838,襦
4839,襲
4840,襴
4841,襷
4842,西
4843,要
4844,覆
4845,覇
4846,覈
4847,見
4848,規
4849,視
4850,覗
4851,覚
4852,覧
4853,親
4854,覯
4855,観
4856,覺
4857,覽
4858,觀
4859,视
4860,角
4861,觚
4862,觜
4863,解
4864,触
4865,言
4866,訂
4867,訃
4868,計
4869,訊
4870,訌
4871,討
4872,訓
4873,託
4874,記
4875,訛
4876,訝
4877,訟
4878,訢
4879,訣
4880,訥
4881,訪
4882,設
4883,許
4884,訳
4885,訴
4886,訶
4887,診
4888,註
4889,証
4890,詁
4891,詈
4892,詐
4893,詔
4894,評
4895,詛
4896,詞
4897,詠
4898,詡
4899,詢
4900,詣
4901,試
4902,詧
4903,詩
4904,詫
4905,詭
4906,詮
4907,詰
4908,話
4909,該
4910,詳
4911,詵
4912,詹
4913,誄
4914,誅
4915,誇
4916,誉
4917,誌
4918,認
4919,誑
4920,誓
4921,誕
4922,誘
4923,語
4924,誠
4925,誡
4926,誣
4927,誤
4928,誥
4929,誦
4930,誨
4931,說
4932,説
4933,読
4934,誰
4935,課
4936,誹
4937,誼
4938,誾
4939,調
4940,談
4941,請
4942,諌
4943,諍
4944,諏
4945,諒
4946,論
4947,諜
4948,諝
4949,諡
4950,諦
4951,諧
4952,諫
4953,諭
4954,諮
4955,諱
4956,諳
4957,諶
4958,諷
4959,諸
4960,諺
4961,諾
4962,謀
4963,謁
4964,謂
4965,謄
4966,謎
4967,謐
4968,謔
4969,謗
4970,謙
4971,講
4972,謝
4973,謡
4974,謨
4975,謬
4976,謳
4977,謹
4978,證
4979,譏
4980,識
4981,譙
4982,譚
4983,譜
4984,警
4985,譬
4986,議
4987,譲
4988,譴
4989,護
4990,譽
4991,讀
4992,讃
4993,變
4994,讎
4995,讐
4996,讒
4997,讓
4998,讖
4999,谷
5000,谺
5001,谿
5002,豆
5003,豉
5004,豊
5005,豎
5006,豐
5007,豚
5008,象
5009,豪
5010,豫
5011,豬
5012,豳
5013,豹
5014,豺
5015,貂
5016,貉
5017,貊
5018,貌
5019,貘
5020,貝
5021,貞
5022,負
5023,財
5024,貢
5025,貧
5026,貨
5027,販
5028,貪
5029,貫
5030,責
5031,貯
5032,貰
5033,貳
5034,貴
5035,貶
5036,買
5037,貸
5038,費
5039,貼
5040,貽
5041,貿
5042,賀
5043,賁
5044,賂
5045,賃
5046,賄
5047,資
5048,賈
5049,賊
5050,賎
5051,賑
5052,賓
5053,賛
5054,賜
5055,賞
5056,賠
5057,賢
5058,賣
5059,賤
5060,賦
5061,質
5062,賭
5063,購
5064,賽
5065,贄
5066,贅
5067,贈
5068,贋
5069,贍
5070,贔
5071,贖
5072,贛
5073,赛
5074,赤
5075,赦
5076,赧
5077,赫
5078,赭
5079,走
5080,赳
5081,赴
5082,起
5083,超
5084,越
5085,趙
5086,趣
5087,趨
5088,足
5089,趾
5090,跆
5091,跋
5092,跎
5093,跏
5094,跗
5095,跛
5096,距
5097,跡
5098,跨
5099,跪
5100,路
5101,跳
5102,践
5103,踊
5104,踏
5105,踞
5106,踪
5107,踰
5108,踵
5109,蹂
5110,蹄
5111,蹉
5112,蹊
5113,蹋
5114,蹙
5115,蹟
5116,蹠
5117,蹲
5118,蹴
5119,蹶
5120,躁
5121,躅
5122,躇
5123,躊
5124,躍
5125,躑
5126,躓
5127,躙
5128,身
5129,躬
5130,躯
5131,躰
5132,躱
5133,躾
5134,軀
5135,車
5136,軋
5137,軌
5138,軍
5139,軒
5140,軕
5141,軛
5142,軟
5143,転
5144,軫
5145,軸
5146,軻
5147,軼
5148,軽
5149,軾
5150,較
5151,載
5152,輌
5153,輓
5154,輔
5155,輛
5156,輜
5157,輝
5158,輦
5159,輩
5160,輪
5161,輯
5162,輳
5163,輸
5164,輻
5165,輿
5166,轄
5167,轅
5168,轆
5169,轍
5170,轟
5171,轡
5172,轢
5173,车
5174,辛
5175,辜
5176,辞
5177,辟
5178,辣
5179,辦
5180,辨
5181,辭
5182,辮
5183,辯
5184,辰
5185,辱
5186,農
5187,辷
5188,辺
5189,辻
5190,込
5191,辿
5192,迂
5193,迄
5194,迅
5195,迎
5196,运
5197,近
5198,返
5199,迢
5200,迥
5201,迦
5202,迩
5203,迪
5204,迫
5205,迭
5206,述
5207,迴
5208,迷
5209,迹
5210,追
5211,退
5212,送
5213,逃
5214,逅
5215,逆
5216,逍
5217,透
5218,逐
5219,逓
5220,途
5221,逖
5222,逗
5223,這
5224,通
5225,逝
5226,逞
5227,速
5228,造
5229,逡
5230,逢
5231,連
5232,逮
5233,週
5234,進
5235,逵
5236,逸
5237,逹
5238,逼
5239,遁
5240,遂
5241,遅
5242,遇
5243,遊
5244,運
5245,遍
5246,過
5247,遐
5248,道
5249,達
5250,違
5251,遙
5252,遜
5253,遠
5254,遡
5255,遣
5256,遥
5257,適
5258,遭
5259,遮
5260,遵
5261,遷
5262,選
5263,遹
5264,遺
5265,遼
5266,遽
5267,避
5268,邀
5269,邁
5270,邂
5271,邃
5272,還
5273,邇
5274,邈
5275,邉
5276,邊
5277,邏
5278,邑
5279,邕
5280,邙
5281,邠
5282,邢
5283,那
5284,邦
5285,邨
5286,邪
5287,邯
5288,邱
5289,邳
5290,邵
5291,邸
5292,邽
5293,邾
5294,郁
5295,郃
5296,郅
5297,郊
5298,郎
5299,郗
5300,郛
5301,郝
5302,郞
5303,郡
5304,郢
5305,郤
5306,部
5307,郭
5308,郯
5309,郵
5310,郷
5311,都
5312,鄂
5313,鄄
5314,鄒
5315,鄔
5316,鄖
5317,鄙
5318,鄢
5319,鄧
5320,鄭
5321,鄯
5322,鄰
5323,鄱
5324,鄲
5325,鄴
5326,酈
5327,酉
5328,酊
5329,酋
5330,酌
5331,配
5332,酎
5333,酒
5334,酔
5335,酘
5336,酛
5337,酢
5338,酩
5339,酪
5340,酬
5341,酵
5342,酷
5343,酸
5344,醂
5345,醇
5346,醉
5347,醍
5348,醐
5349,醒
5350,醗
5351,醜
5352,醤
5353,醪
5354,醫
5355,醸
5356,采
5357,釈
5358,釉
5359,釋
5360,里
5361,重
5362,野
5363,量
5364,釐
5365,金
5366,釗
5367,釘
5368,釜
5369,針
5370,釣
5371,釦
5372,釧
5373,釵
5374,鈍
5375,鈎
5376,鈑
5377,鈔
5378,鈕
5379,鈞
5380,鈴
5381,鈷
5382,鈺
5383,鈿
5384,鉄
5385,鉅
5386,鉈
5387,鉉
5388,鉋
5389,鉗
5390,鉛
5391,鉞
5392,鉢
5393,鉤
5394,鉦
5395,鉱
5396,鉾
5397,銀
5398,銃
5399,銅
5400,銈
5401,銑
5402,銓
5403,銕
5404,銘
5405,銚
5406,銛
5407,銜
5408,銭
5409,鋏
5410,鋒
5411,鋤
5412,鋪
5413,鋭
5414,鋲
5415,鋳
5416,鋸
5417,鋺
5418,鋼
5419,錆
5420,錐
5421,錕
5422,錘
5423,錚
5424,錠
5425,錢
5426,錣
5427,錦
5428,錨
5429,錫
5430,錬
5431,錮
5432,錯
5433,録
5434,鍋
5435,鍍
5436,鍔
5437,鍛
5438,鍬
5439,鍮
5440,鍵
5441,鍼
5442,鍾
5443,鎌
5444,鎔
5445,鎖
5446,鎗
5447,鎚
5448,鎧
5449,鎬
5450,鎭
5451,鎮
5452,鎰
5453,鎹
5454,鏃
5455,鏑
5456,鏞
5457,鏡
5458,鏢
5459,鐐
5460,鐔
5461,鐘
5462,鐙
5463,鐡
5464,鐵
5465,鐸
5466,鑁
5467,鑑
5468,鑒
5469,鑓
5470,鑚
5471,鑢
5472,鑫
5473,鑰
5474,鑲
5475,鑼
5476,鑽
5477,鑿
5478,铁
5479,長
5480,长
5481,門
5482,閂
5483,閃
5484,閉
5485,開
5486,閏
5487,閑
5488,閒
5489,間
5490,閔
